reading_minutes,translation_used,reflections_written,recitation_pages,memorization_pages,reading_streak,recitation_streak,memorization_streak,inactivity_gap_hours,weekly_activity_trend,disengagement_risk
0,1,2,7,3.8,1,79,28,185,-0.93,1
56,0,1,19,2.2,0,49,17,110,0.83,0
28,0,1,4,2.0,72,84,80,72,-0.22,0
10,1,0,17,0.4,79,26,42,184,-0.77,1
21,1,2,5,0.7,44,77,43,22,0.55,0
8,1,3,3,2.0,87,40,82,107,-0.44,0
42,1,0,16,3.2,15,14,38,75,0.55,0
22,0,1,16,4.4,96,60,26,154,0.8,0
57,1,3,5,2.8,18,88,29,191,-0.7,0
45,1,3,20,2.6,66,61,71,4,0.39,0
27,1,3,9,4.2,57,90,52,32,0.47,0
60,0,1,12,1.8,22,21,83,17,-0.62,0
4,0,2,0,4.2,26,85,43,135,0.72,1
51,1,2,20,2.0,90,87,59,190,-0.76,0
39,0,3,16,2.2,87,68,43,177,0.99,0
34,0,0,2,3.4,89,97,68,198,0.05,0
22,0,0,20,0.2,51,54,78,59,0.21,0
45,1,3,13,0.2,31,24,77,101,0.95,0
49,0,3,20,0.2,95,0,40,8,-0.65,0
58,1,0,6,1.4,21,85,26,84,0.2,0
41,1,1,0,4.8,8,99,29,115,0.97,0
6,0,1,15,1.2,9,65,74,123,-0.44,0
34,1,2,14,0.4,22,85,85,67,0.19,0
26,0,3,18,0.9,70,64,82,126,0.88,0
32,1,3,10,4.6,40,76,63,167,0.57,0
2,1,0,3,4.2,62,56,5,18,-0.08,0
33,0,3,9,2.2,52,44,18,163,0.58,0
13,0,0,20,2.7,79,73,90,137,0.18,0
19,0,3,13,2.1,87,30,15,76,0.84,0
39,1,1,18,4.9,44,19,28,87,-0.15,0
21,0,0,12,4.4,14,53,30,196,0.21,1
13,1,3,15,4.6,54,21,65,179,-0.68,0
4,1,2,1,3.3,12,82,26,95,0.36,1
31,1,0,17,0.1,44,91,94,170,0.83,0
51,1,1,13,3.2,0,12,75,158,-0.51,0
36,1,1,14,2.7,57,50,60,138,-0.17,0
6,0,2,12,2.9,45,40,30,179,-0.46,1
11,1,1,0,0.9,20,48,28,87,0.07,1
48,1,3,10,4.5,40,88,29,194,0.28,0
49,1,1,20,2.4,84,9,59,168,0.17,0
8,0,2,10,1.3,87,33,32,9,-0.86,0
15,0,2,5,4.4,59,53,50,19,-0.08,0
33,0,3,18,2.7,75,56,55,173,-0.17,0
0,1,0,6,0.6,87,88,30,136,-0.64,1
25,0,0,5,1.0,81,47,69,152,0.17,1
26,1,3,1,3.2,98,16,84,187,-0.68,1
31,1,3,1,0.0,71,19,0,197,0.35,1
53,1,0,5,0.7,77,77,38,40,0.78,0
60,1,2,15,4.1,36,93,77,153,-0.85,0
56,1,2,12,3.8,30,94,28,29,0.56,0
42,1,2,1,4.3,70,59,12,141,0.82,0
15,0,2,7,1.1,5,31,1,57,-0.47,1
58,0,1,14,1.6,76,36,95,189,0.87,0
34,1,0,12,4.6,65,18,47,61,0.81,0
52,0,2,7,3.6,39,56,80,179,-0.62,0
49,1,0,6,4.5,40,76,56,181,-0.27,0
44,1,2,10,3.3,63,56,96,141,-0.37,0
6,0,0,16,1.1,74,55,32,99,0.81,0
22,1,2,16,1.8,29,6,9,188,0.29,1
53,1,3,11,4.7,4,3,73,17,-0.96,0
42,0,0,11,4.2,80,12,94,101,0.96,0
11,1,1,3,0.9,16,49,36,97,-0.93,1
58,1,3,9,3.5,82,75,62,96,0.98,0
35,0,0,7,4.0,48,56,84,88,-0.08,0
54,1,3,8,4.9,64,51,78,92,-0.16,0
57,0,0,12,1.9,7,31,77,127,0.68,0
0,0,1,10,2.5,85,47,15,16,0.45,0
27,1,2,13,1.7,57,9,5,28,0.83,0
3,0,3,0,0.3,14,30,85,183,0.23,1
29,1,0,15,0.5,65,43,52,83,0.92,0
0,1,0,8,3.6,83,28,59,32,-0.64,0
0,0,0,15,2.5,75,48,17,21,0.34,0
50,1,0,9,2.6,2,14,72,29,0.91,0
35,0,0,20,0.3,51,36,25,69,-0.25,0
18,1,0,14,3.6,23,25,89,95,0.7,0
55,1,0,7,1.9,47,25,24,82,-0.81,1
47,0,2,13,3.0,80,0,12,14,0.94,0
49,0,3,9,2.1,57,87,50,119,-0.25,0
16,1,1,14,3.5,37,83,78,151,0.9,0
40,1,0,2,3.7,47,80,67,9,0.09,0
12,0,3,16,2.9,73,83,78,59,0.65,0
32,0,0,14,4.1,9,36,62,162,0.13,0
14,1,3,7,0.1,22,71,58,165,0.67,0
44,0,1,14,4.2,85,24,5,133,-0.67,0
48,1,0,5,0.6,22,46,99,82,-0.23,0
51,1,2,4,0.1,40,99,41,112,-0.19,0
38,0,1,2,2.0,95,23,6,12,-0.57,0
7,0,3,7,0.2,96,6,41,0,-0.6,0
8,1,2,15,0.4,15,90,25,190,0.21,0
36,1,3,1,1.8,50,86,58,76,0.98,0
36,1,1,13,0.1,71,100,4,79,0.7,0
53,0,3,9,1.5,90,50,60,105,0.47,0
22,0,2,14,2.7,41,5,11,70,-0.23,0
23,0,3,8,3.7,77,67,3,96,0.15,0
25,0,1,5,4.6,52,66,37,152,0.28,0
34,0,0,14,3.2,33,6,13,136,0.23,0
4,0,2,8,3.9,78,25,91,192,0.02,0
39,0,3,13,1.8,85,57,21,172,-0.05,0
11,0,3,4,0.2,28,72,0,103,0.04,1
35,0,3,1,4.9,54,77,10,171,0.57,0
22,0,2,1,1.8,8,64,35,118,0.41,1
17,0,0,4,4.8,23,99,100,163,-0.62,0
44,1,1,4,2.7,78,32,100,42,-0.16,0
37,0,1,15,2.1,32,89,72,71,0.44,0
29,1,2,12,3.3,94,84,1,33,0.61,0
24,1,0,20,1.7,47,31,67,14,0.32,0
6,1,1,19,4.7,12,85,39,36,-0.86,0
54,1,0,11,3.2,4,25,2,127,-0.3,1
48,0,1,13,4.0,87,5,45,50,0.32,0
21,1,3,9,1.7,86,79,8,46,0.13,0
16,0,0,8,2.5,57,75,14,167,0.98,0
8,1,0,8,3.8,80,76,17,141,0.88,0
48,1,2,17,1.3,86,60,27,191,-0.18,0
42,1,0,19,1.2,58,34,39,64,0.8,0
34,1,1,11,2.5,17,42,0,193,-0.94,1
31,1,3,3,3.4,1,91,92,1,-0.43,0
24,1,0,3,2.0,79,15,12,78,0.34,1
15,0,1,9,2.9,57,28,34,50,-0.12,0
5,1,0,3,0.3,63,81,6,126,0.72,1
54,0,2,18,0.1,3,38,70,117,-0.67,0
28,1,0,10,4.8,25,14,14,152,-0.6,1
5,0,0,2,1.4,72,49,75,111,0.71,1
20,1,3,5,3.8,87,59,6,94,-0.61,0
18,1,0,19,4.6,80,91,20,127,-0.06,0
1,0,2,19,4.3,45,33,77,69,0.65,0
36,0,1,15,4.9,37,91,54,29,-0.33,0
39,0,2,11,0.5,30,83,49,158,-0.27,0
1,0,0,5,4.7,49,48,4,137,-0.42,1
33,1,1,10,4.1,94,69,16,147,-0.76,0
7,0,3,4,2.0,0,85,33,34,0.65,0
5,1,0,9,4.4,64,100,85,193,0.62,0
15,0,1,6,4.3,13,52,50,165,0.96,0
53,0,2,18,4.5,9,26,82,174,0.03,0
58,1,0,17,4.7,30,91,92,146,0.16,0
9,1,3,3,1.2,14,62,37,180,0.56,1
48,0,3,8,1.2,35,66,47,12,0.09,0
4,0,0,13,0.3,5,22,56,1,0.79,0
31,1,2,16,3.6,79,59,70,35,0.61,0
9,1,3,17,1.0,68,22,80,58,0.69,0
16,1,0,3,2.3,73,66,94,5,-0.97,0
12,0,1,14,2.8,11,16,58,87,0.48,0
28,1,3,3,0.3,82,10,45,63,-0.91,1
28,0,3,5,2.9,60,41,59,139,-0.35,0
59,1,2,20,0.6,47,23,9,81,0.54,0
14,1,3,2,1.5,61,75,8,26,-0.23,0
29,1,1,9,4.5,31,18,51,169,-0.45,1
23,1,2,14,2.9,71,45,68,181,0.26,0
8,0,0,7,0.8,66,19,21,46,-0.39,1
5,1,1,5,4.1,51,47,18,55,0.39,0
10,0,1,8,1.9,19,99,60,2,-0.16,0
38,0,1,3,0.7,69,79,42,66,-0.81,0
37,0,3,0,4.1,1,91,23,5,-0.48,0
43,0,0,3,0.4,72,14,83,46,-0.58,0
41,0,0,13,4.1,67,43,85,25,0.51,0
56,0,2,0,0.3,34,27,7,75,-0.1,1
50,0,2,17,3.7,71,33,97,40,-0.1,0
4,0,3,19,4.4,75,80,18,42,0.85,0
1,0,0,6,1.1,98,18,20,43,0.97,0
44,1,0,2,1.2,40,25,51,193,0.05,1
48,0,3,4,4.7,56,87,45,13,0.69,0
14,1,1,14,0.9,77,87,20,181,-0.45,0
57,1,0,0,4.8,13,80,81,117,0.71,0
21,0,1,8,1.3,5,100,35,92,-0.39,0
30,0,2,11,1.0,98,96,12,114,0.85,0
0,1,2,3,3.6,61,11,26,32,-0.5,1
3,0,3,20,4.8,42,39,56,167,-0.34,0
11,1,3,4,0.1,87,48,67,79,-0.51,0
25,0,0,19,4.0,93,21,7,45,-0.47,0
53,0,3,19,3.7,58,66,43,177,-0.58,0
11,0,0,12,4.9,100,62,6,196,-0.4,0
26,0,3,12,2.4,78,10,34,78,0.56,0
53,0,0,14,2.0,6,16,81,67,0.68,0
10,1,3,15,0.1,31,1,68,5,0.7,0
7,1,2,5,2.3,77,81,35,193,0.6,0
56,1,0,20,2.5,23,45,50,70,0.56,0
39,0,0,19,2.8,9,56,35,135,0.86,0
9,1,3,13,2.1,90,73,86,53,-0.5,0
46,0,1,2,1.0,67,26,73,130,-0.57,1
29,0,0,15,3.2,24,7,89,126,0.4,0
17,1,0,16,1.3,27,76,71,155,-0.53,0
5,1,3,13,3.5,16,36,13,179,-0.63,1
11,0,2,17,2.6,10,72,13,157,-0.74,0
24,1,0,3,2.0,89,63,28,171,0.7,1
28,1,2,12,1.4,67,53,84,151,-0.36,0
37,1,2,15,3.1,33,44,35,165,-0.42,0
35,0,3,14,2.3,98,81,16,197,0.05,0
12,1,3,9,4.3,56,94,28,90,0.56,0
34,0,0,6,3.6,77,87,50,17,-0.35,0
13,0,2,9,1.3,83,31,67,95,-0.91,0
0,1,0,13,4.7,64,10,8,27,0.96,0
32,1,3,0,0.2,80,5,55,143,0.59,1
48,1,2,6,4.4,15,12,6,22,0.5,0
40,1,0,3,3.5,44,78,40,84,0.11,0
54,0,3,17,4.9,65,36,63,134,-0.07,0
36,1,1,5,0.8,62,92,68,9,-0.96,0
1,1,3,16,0.7,44,24,90,0,0.84,0
27,1,3,11,1.0,72,60,83,190,0.68,0
1,0,0,1,1.1,74,49,93,70,-0.98,1
31,0,0,2,2.0,93,28,4,171,0.44,1
8,1,2,17,4.4,57,71,54,26,-0.63,0
24,0,0,10,2.9,19,15,95,107,0.8,0
1,0,2,14,0.8,54,54,75,78,0.26,0
50,1,2,18,1.3,1,6,5,186,0.44,0
54,0,3,6,1.7,75,32,41,111,-0.03,0
53,0,0,5,4.9,42,33,52,181,0.31,0
7,0,3,12,1.0,33,99,93,171,0.68,0
14,0,2,5,2.7,10,83,13,147,0.0,1
36,0,0,11,3.7,28,68,40,172,0.42,0
2,1,2,15,1.9,45,70,4,127,0.59,0
24,1,1,10,2.0,45,60,85,24,0.45,0
42,0,0,17,3.5,44,55,97,88,-0.01,0
42,1,0,12,3.3,45,15,48,118,-0.69,0
23,1,3,5,3.7,9,62,51,29,0.17,0
23,0,3,18,0.8,70,47,78,148,-0.15,0
4,1,3,9,1.5,15,38,18,31,0.0,0
21,0,2,16,3.3,88,36,24,22,0.74,0
40,0,2,0,3.2,89,10,36,179,-0.57,1
33,1,1,7,1.1,34,8,29,104,0.22,1
13,1,3,13,3.3,94,21,65,156,-0.2,0
29,0,1,14,0.6,61,24,9,106,-0.8,1
9,1,3,15,3.4,62,40,18,38,-0.61,0
36,1,0,18,4.4,42,76,85,8,0.65,0
60,0,3,3,3.9,64,44,64,90,-0.75,0
14,1,2,19,4.9,89,32,7,44,0.97,0
53,0,1,10,3.2,32,89,46,93,-0.97,0
46,0,0,14,4.5,23,40,4,120,0.91,0
18,1,0,0,3.3,39,46,80,176,-0.95,1
0,0,3,8,1.9,90,69,8,132,-0.81,1
12,1,3,11,1.4,33,85,83,178,0.89,0
60,1,2,9,3.1,9,63,11,137,0.03,0
16,1,1,20,1.6,66,5,97,195,-0.31,0
31,0,3,0,0.9,41,6,17,133,-0.02,1
59,0,0,0,3.8,24,14,40,65,0.91,0
42,1,1,18,4.9,49,27,84,17,-0.41,0
16,1,1,17,0.7,68,9,66,41,0.87,0
59,1,1,8,4.0,61,75,48,59,-0.33,0
14,1,1,17,1.9,15,90,20,108,-0.65,0
5,1,2,18,4.8,66,62,78,29,0.58,0
54,0,2,11,3.5,50,61,72,141,0.54,0
55,0,2,0,1.2,9,51,22,1,-0.36,0
3,0,3,0,3.8,9,59,53,81,-0.56,1
18,1,2,0,1.5,24,12,77,184,-0.97,1
31,1,3,19,1.5,62,16,51,191,0.86,0
12,1,2,3,2.9,86,61,25,8,-0.56,0
51,0,3,4,2.6,38,85,31,119,0.02,0
10,1,0,19,1.7,24,30,12,90,-0.04,0
40,0,0,20,0.6,9,74,78,148,0.8,0
20,0,0,13,1.1,56,16,84,93,-0.54,0
18,0,1,16,2.9,70,4,43,152,-0.55,0
11,0,3,13,2.3,26,48,71,63,0.07,0
37,1,3,16,2.9,10,66,28,59,0.73,0
47,0,1,16,3.4,15,82,67,104,-0.27,0
14,0,0,19,2.2,71,31,29,43,0.07,0
36,0,1,19,1.2,57,43,18,0,-0.68,0
11,1,0,12,3.6,72,70,72,174,-0.28,0
52,1,0,19,0.2,92,81,95,191,0.7,0
53,0,2,17,4.4,50,61,29,105,0.64,0
30,1,1,10,3.2,20,39,6,155,-0.41,1
31,0,3,7,4.3,45,42,37,125,0.26,0
30,0,1,15,1.2,26,37,0,49,0.97,0
14,1,2,14,2.9,91,52,40,179,-0.57,0
30,1,0,20,3.5,57,53,25,17,-0.43,0
22,0,2,7,4.7,49,72,52,107,0.31,0
16,1,3,17,1.8,16,98,73,44,-0.99,0
38,1,3,19,3.5,98,91,58,123,-0.19,0
50,0,0,12,0.3,61,54,44,16,0.94,0
47,1,2,15,4.2,7,44,52,150,0.58,0
43,0,3,20,1.8,26,72,66,109,0.59,0
24,1,2,4,0.3,20,80,0,178,0.44,1
55,1,2,1,3.2,46,58,66,35,0.59,0
10,1,0,18,2.2,2,66,41,92,-0.94,0
42,0,0,8,3.8,76,34,5,33,0.31,0
1,0,1,17,3.9,44,10,54,176,-0.79,1
23,0,0,17,3.4,35,0,30,41,0.32,0
58,1,2,2,0.1,33,22,35,36,-0.88,1
16,1,2,20,2.4,29,23,19,59,0.5,0
41,1,3,18,3.9,42,5,75,88,-0.7,0
30,1,2,5,4.8,53,20,95,104,0.84,0
11,1,3,15,0.1,17,53,13,4,-0.21,0
10,1,3,20,3.6,29,32,31,72,-0.87,0
55,0,0,5,0.1,84,7,17,156,0.46,1
15,1,2,14,2.9,65,73,47,105,-0.62,0
15,1,2,13,0.4,28,46,23,124,-0.16,0
43,0,1,2,3.2,59,79,0,78,-0.05,0
41,1,2,9,1.2,98,73,55,44,-0.85,0
9,1,2,6,4.5,79,60,8,157,-0.68,1
20,1,0,16,1.8,23,22,78,134,-0.98,0
18,1,1,16,4.5,72,5,57,96,0.25,0
34,1,0,11,1.9,55,50,78,4,-0.79,0
32,0,0,5,4.3,1,79,79,32,-0.34,0
56,1,2,6,0.7,47,44,38,195,0.04,1
33,0,3,2,0.3,78,45,33,73,0.58,0
29,1,0,17,0.5,90,81,24,166,0.66,0
34,0,0,5,3.0,52,8,57,21,-0.87,0
12,1,1,11,0.4,82,8,15,35,-0.3,0
34,1,0,19,4.0,78,57,97,89,0.04,0
42,1,0,11,0.5,36,100,63,101,-0.74,0
40,1,1,11,1.0,94,9,87,66,-0.47,0
18,0,0,17,4.1,2,9,83,156,-0.55,0
18,1,0,5,4.1,68,23,45,153,0.55,0
44,1,3,18,1.5,13,62,91,83,-0.57,0
49,0,0,15,0.7,45,25,50,50,0.07,0
51,1,0,14,3.5,88,49,4,89,0.6,0
8,0,3,2,1.2,28,74,99,65,-0.4,0
59,1,2,6,2.1,32,97,75,169,-0.75,0
46,1,2,7,2.8,79,8,0,49,-0.67,0
30,1,0,18,4.7,78,77,53,191,-0.83,0
36,1,1,18,2.3,35,96,0,83,-0.19,0
6,1,0,10,4.7,3,4,45,194,-0.16,1
13,0,3,11,4.9,98,6,50,199,0.6,0
51,0,0,15,2.1,81,84,76,116,0.62,0
8,0,0,13,0.3,37,0,47,0,-0.34,0
8,1,1,7,2.2,49,81,20,113,0.08,0
1,1,0,6,3.2,0,85,72,27,-1.0,0
18,1,3,1,2.1,28,49,72,193,1.0,1
59,0,2,5,3.0,72,47,69,85,0.86,0
31,1,0,9,0.9,64,44,43,154,0.75,0
23,0,3,7,0.1,57,57,55,77,-0.29,0
31,0,0,7,2.0,51,96,80,92,-0.82,0
16,0,0,20,0.0,82,87,89,10,-0.59,0
22,1,2,11,1.5,54,18,53,13,0.71,0
41,1,2,6,0.8,75,63,21,103,-0.23,0
21,0,1,10,1.0,79,31,98,192,0.23,0
50,0,3,3,1.1,17,45,3,187,0.8,1
27,1,1,8,0.4,15,10,25,114,-0.86,1
1,1,0,2,5.0,5,68,52,90,-0.75,1
56,1,0,12,2.3,65,88,70,146,0.38,0
4,0,3,0,1.3,42,69,48,47,-0.42,1
39,0,2,3,0.5,92,71,67,191,0.45,0
11,0,2,18,0.3,33,48,81,133,0.09,0
3,0,3,3,4.5,16,0,77,82,0.86,0
54,1,1,11,1.8,66,65,71,159,-0.87,0
18,1,3,3,1.4,85,82,96,47,-0.49,0
29,0,0,6,3.6,20,20,27,21,-0.72,1
14,1,3,20,4.0,60,10,93,45,0.43,0
5,1,0,19,3.1,83,61,67,18,0.57,0
8,0,2,17,0.0,45,36,100,57,0.9,0
34,0,0,19,1.4,88,90,7,165,-0.09,0
33,0,1,13,4.9,78,73,66,7,0.47,0
35,1,1,13,0.5,42,43,23,2,0.88,0
47,0,1,10,1.2,7,71,29,94,-0.64,0
36,1,0,13,3.4,7,44,61,140,0.34,0
55,1,1,5,4.0,0,0,91,87,-0.04,0
54,0,3,16,2.9,27,71,74,164,-0.13,0
32,0,1,5,1.7,62,50,86,84,0.3,0
4,1,3,13,3.0,78,13,10,171,-0.78,1
50,0,2,17,1.3,77,11,26,27,-0.08,0
51,1,1,2,1.2,94,26,9,32,-0.92,0
22,0,1,7,3.8,37,33,3,155,0.9,1
12,0,1,5,3.6,94,39,2,124,-0.67,1
23,1,0,19,1.5,33,24,78,189,-0.69,0
19,0,2,0,2.5,89,13,32,2,0.11,0
34,1,1,4,4.2,85,99,86,41,0.45,0
26,1,2,0,2.8,52,58,52,126,0.52,0
17,0,3,14,2.3,83,92,12,128,-0.12,0
20,0,2,8,0.7,3,26,0,65,-0.49,1
43,0,1,17,0.6,59,79,65,27,-0.29,0
29,0,0,7,4.7,87,42,23,163,0.89,0
58,0,1,0,3.5,24,48,56,9,-0.62,0
56,0,0,18,4.3,14,27,87,166,0.85,0
14,0,0,17,4.5,87,52,28,36,-0.63,0
56,1,1,9,1.8,49,0,18,90,-0.32,0
1,1,3,1,4.6,78,34,14,15,0.76,0
44,0,0,17,3.3,49,24,14,47,0.71,0
43,1,2,10,2.2,78,54,62,52,0.95,0
19,0,3,7,0.6,56,49,95,89,0.87,0
60,0,1,18,4.7,4,79,95,55,-0.54,0
49,0,0,13,1.7,45,78,39,141,0.12,0
42,0,3,18,3.0,65,63,49,73,0.04,0
31,1,2,3,3.3,61,31,61,118,-0.56,0
1,1,0,19,4.5,12,6,21,94,-0.8,0
3,0,1,1,3.0,96,69,3,0,0.22,0
56,1,0,8,3.8,78,46,68,168,-0.97,0
0,0,0,2,4.6,66,16,45,115,-0.38,1
28,0,2,16,2.7,41,99,57,62,-0.36,0
20,1,3,7,3.6,73,39,12,15,-0.66,0
6,1,2,13,2.9,49,49,78,105,-0.04,0
19,0,3,19,3.6,43,90,64,10,0.91,0
7,0,1,18,4.3,9,57,14,163,0.94,0
27,0,0,6,2.7,43,89,15,108,-0.55,1
43,0,1,13,2.6,44,43,14,51,0.85,0
58,0,3,1,1.1,100,3,76,179,-0.32,0
5,1,2,12,1.3,56,100,26,180,0.93,0
54,0,2,5,0.3,65,82,40,191,0.4,0
49,0,2,18,1.5,1,1,52,27,-0.34,0
60,0,1,16,3.1,95,54,74,190,-0.09,0
60,0,2,13,4.6,84,70,5,161,0.25,0
4,1,2,18,1.3,34,98,93,85,-0.28,0
34,0,2,12,3.4,83,68,68,31,0.9,0
40,1,2,14,4.4,69,9,42,188,0.12,0
28,0,0,9,3.3,78,12,93,77,0.53,0
17,1,3,16,4.2,49,77,3,144,0.55,0
14,0,1,8,3.1,10,78,23,184,-0.26,1
47,1,1,0,0.0,73,79,38,34,-0.6,0
49,0,0,15,1.8,23,99,22,189,0.41,0
21,1,3,9,4.3,66,34,45,128,-0.88,0
38,0,2,16,3.9,17,79,50,35,0.01,0
36,1,0,7,0.7,82,63,54,160,-0.13,0
52,1,2,19,0.4,34,48,83,89,0.17,0
12,0,1,20,0.7,50,86,76,185,-0.3,0
56,0,3,11,0.7,42,27,21,32,-0.42,0
47,1,2,0,1.4,72,58,11,102,0.51,0
12,1,3,2,3.2,67,87,43,80,0.14,0
1,1,0,6,2.0,6,59,65,194,0.4,1
35,1,2,7,0.1,3,39,55,38,0.59,0
60,1,0,12,0.4,56,29,58,153,-0.07,0
19,1,1,5,1.5,8,92,64,198,-0.22,1
29,1,1,10,3.7,8,73,14,135,-0.67,1
19,0,3,18,0.1,30,17,41,61,0.81,0
44,0,0,7,1.1,40,30,65,165,0.48,1
34,0,1,15,4.8,80,0,44,195,0.43,0
31,0,0,17,2.6,8,34,93,36,0.96,0
22,0,3,6,2.7,6,56,77,1,-0.67,0
57,0,3,5,3.6,55,68,1,58,-0.63,0
48,1,1,13,2.1,33,10,39,118,-0.47,0
33,0,1,19,1.8,56,16,26,200,-0.6,0
20,1,1,6,1.8,86,75,10,33,-0.73,0
13,0,1,6,4.9,8,10,78,73,0.97,0
57,0,0,18,0.7,52,4,14,167,-0.92,1
5,0,1,12,0.8,77,59,7,72,0.92,0
3,0,1,7,0.8,98,18,91,145,0.94,0
40,0,3,9,3.7,47,24,37,69,-0.03,0
6,1,2,15,3.6,69,59,49,74,0.72,0
11,1,0,12,0.3,62,29,74,160,0.47,0
10,1,1,17,3.7,52,54,1,120,-0.99,0
2,0,2,0,4.7,43,69,42,6,-0.61,0
4,1,0,19,1.6,1,30,49,178,0.42,0
56,1,1,17,4.2,82,57,3,183,0.68,0
6,0,3,4,3.4,27,18,85,1,0.61,0
22,1,0,3,1.0,59,9,93,53,-0.29,1
14,1,0,4,4.9,39,65,12,173,-0.15,1
2,1,2,5,4.4,17,88,11,84,0.93,0
23,0,3,2,3.6,32,31,82,19,0.18,0
50,1,0,7,4.3,85,45,96,178,-0.41,0
0,1,2,14,4.0,75,52,88,146,-0.38,0
18,1,3,12,1.0,16,71,90,174,-0.33,0
53,0,2,6,4.6,38,7,28,110,0.36,0
36,1,2,8,3.3,74,20,90,74,-0.71,0
4,0,0,12,1.3,70,72,25,181,-0.04,1
34,0,1,0,2.8,30,5,13,84,0.27,1
48,0,3,13,0.1,29,24,70,85,-0.28,0
29,1,2,10,0.4,40,40,98,22,-0.1,0
22,0,1,6,3.5,93,26,18,181,0.46,1
30,1,3,4,3.7,87,65,32,104,0.92,0
0,1,0,16,0.7,57,56,91,42,1.0,0
54,1,3,14,1.7,78,55,90,5,0.09,0
51,0,2,18,2.1,20,31,99,116,0.5,0
19,0,2,6,1.8,82,68,68,128,-0.17,0
16,0,1,18,3.1,21,67,42,152,0.6,0
1,1,0,0,4.2,22,25,28,121,0.27,1
35,1,0,17,3.6,87,42,34,73,-0.81,0
33,0,0,11,1.0,63,72,83,51,-0.59,0
47,1,2,5,3.2,22,38,48,49,-0.98,0
50,0,1,11,2.0,12,46,75,118,0.55,0
36,1,0,11,0.9,0,80,71,117,-0.84,0
27,0,2,15,4.7,32,36,39,95,0.46,0
44,0,1,12,0.7,42,97,37,129,0.5,0
45,1,2,4,1.8,46,8,3,15,-0.62,0
51,1,1,3,2.7,33,6,77,173,-0.67,1
2,0,1,3,1.6,8,14,68,147,0.8,1
24,0,0,20,3.5,84,90,2,97,-0.55,0
36,1,3,19,3.8,93,24,19,67,0.27,0
38,0,0,7,4.9,17,75,16,59,0.19,0
6,0,2,20,4.6,87,96,46,4,0.14,0
33,1,0,15,2.1,50,87,82,67,0.84,0
33,1,1,8,4.1,26,90,67,137,0.67,0
28,0,2,15,4.6,41,92,57,10,0.44,0
31,0,1,8,4.6,98,13,44,43,-0.44,0
20,1,2,5,4.5,0,31,44,149,-0.27,1
33,1,0,6,0.6,19,53,24,48,0.03,1
51,1,0,13,2.7,37,95,44,23,0.21,0
17,0,2,18,1.9,57,35,14,185,-0.43,0
28,1,2,8,3.6,5,97,5,74,0.95,0
11,0,1,2,3.7,74,90,23,136,-0.88,1
50,1,1,2,1.3,88,70,57,109,0.24,0
15,1,1,10,0.3,69,4,12,155,0.65,1
9,0,3,20,0.6,27,41,70,79,0.31,0
38,1,1,15,3.3,10,29,32,14,-0.94,0
35,1,3,0,0.1,63,3,14,80,0.54,1
28,0,0,0,2.7,99,59,22,43,0.29,0
34,1,1,14,2.8,84,27,86,62,0.55,0
49,0,3,17,1.6,56,29,60,159,-0.05,0
48,0,3,2,0.1,18,27,7,183,0.1,1
23,1,0,10,0.3,73,30,66,196,-0.82,1
55,1,3,16,2.3,27,15,65,129,0.54,0
33,0,0,11,3.8,98,60,28,175,0.88,0
45,1,3,19,3.3,24,40,72,152,-0.62,0
52,1,0,3,0.3,42,12,58,56,-0.48,1
1,1,3,0,3.7,40,48,45,41,0.23,0
55,1,0,5,4.1,14,11,3,61,0.98,0
41,1,0,10,0.3,43,24,39,163,0.35,1
50,1,2,11,4.7,48,88,67,82,0.33,0
55,1,1,10,1.5,18,39,73,7,0.03,0
7,0,0,4,0.1,18,5,69,106,-0.84,1
27,0,1,7,4.6,35,31,58,196,-0.83,1
40,0,1,13,1.3,50,54,28,88,0.32,0
21,0,3,0,1.6,16,49,36,88,0.23,1
60,0,3,14,2.6,3,54,20,114,-0.15,0
4,1,0,14,4.2,54,96,19,100,0.58,0
10,0,0,4,4.6,82,13,81,46,0.42,0
12,0,3,20,4.4,74,30,57,92,-0.76,0
28,1,1,16,4.9,19,76,76,64,0.01,0
33,0,1,20,2.4,22,100,91,17,-0.11,0
23,1,1,9,0.0,64,95,32,193,0.75,0
3,0,1,13,2.2,21,4,31,118,-0.56,1
46,0,1,8,4.5,38,1,44,128,0.24,0
58,1,2,18,1.1,43,45,54,152,0.6,0
18,1,3,6,0.2,49,48,5,48,0.56,0
34,1,1,14,2.2,100,96,20,42,-0.49,0
32,1,1,13,3.8,25,23,100,82,0.2,0
32,1,0,2,1.4,42,73,69,69,0.08,0
55,1,3,10,0.9,44,95,86,137,-0.39,0
28,0,3,1,0.1,89,15,23,16,-0.53,0
2,1,1,7,3.6,36,28,84,99,-0.31,0
19,0,2,7,4.8,54,66,86,31,0.04,0
37,0,0,8,4.8,73,97,93,7,0.4,0
14,1,1,12,0.5,16,15,78,180,0.56,1
24,0,0,5,4.2,94,78,69,142,0.74,0
29,0,0,9,3.8,24,43,19,162,-0.89,1
6,0,3,17,4.0,99,65,66,59,-0.71,0
21,0,2,11,3.8,23,86,3,143,0.16,0
18,0,2,5,0.5,97,57,62,46,-0.91,0
18,0,1,16,2.7,34,20,13,150,0.9,0
59,1,0,16,1.8,65,68,27,167,0.25,0
6,1,1,8,1.6,9,1,83,114,0.18,1
